,tweet_id,name,screen_name,retweet_count,text,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
0,1280475425811111940,Plastic Pollutes,PlasticPollutes,5,"⚡PLASTIC POLLUTION CHANGER MAKER ALERT!⚡⁠
Sisters Melati &amp; Isabel Wijsen have been campaigning to reduce #plasticpollution in Bali for the past 7 years. Now 19 &amp; 17, they say the pandemic shows that stark measures to protect the planet are possible.⁠
https://t.co/mOgFNAp72O",2020-07-07 12:15:06,22,"[{'text': 'plasticpollution', 'indices': [109, 126]}]",19277,,Hootsuite Inc.,None,None,None
1,1280292970613354497,Plastic Pollutes,PlasticPollutes,39,"'How Big Oil is Using Toxic Chemicals as a Lifeline – and How We Can Stop It.' Petrochemicals are an environmental and public health disaster. Here’s what you need to know.
https://t.co/BF97yalqxi",2020-07-07 00:10:05,64,[],19277,,Hootsuite Inc.,None,None,None
2,1280217474814873600,Plastic Pollutes,PlasticPollutes,2,"'3 Ways to Go Plastic-Free This July While Staying Safe From Coronavirus.' @EcoWatch 
https://t.co/U1aRhzB8hk",2020-07-06 19:10:05,6,[],19277,,Hootsuite Inc.,None,None,None
3,1280141807888760832,Plastic Pollutes,PlasticPollutes,5,RT @NoPlasticStraws: Check out my recent #climergencypod interview with @courtneykocak here: https://t.co/nwBeclU53u #noplasticstraws @plas…,2020-07-06 14:09:25,0,"[{'text': 'climergencypod', 'indices': [41, 56]}, {'text': 'noplasticstraws', 'indices': [117, 133]}]",19277,,Hootsuite Inc.,Check out my recent #climergencypod interview with @courtneykocak here: https://t.co/nwBeclU53u #noplasticstraws @plasticpollutes https://t.co/K3MFf5GDkx,None,None
4,1280126877433298944,Plastic Pollutes,PlasticPollutes,30,"Wondering how to reduce your plastic footprint this #PlasticFreeJuly? 👣⁠Check out '100 Steps to a Plastic-Free Life"" by Plastic Pollution Coalition contributor @PlasticfreeBeth of My Plastic Free Life 👉https://t.co/cA3y05Oq0R
Image credit: @displaymind⁠ #plasticpollutes https://t.co/5QaiywO29u",2020-07-06 13:10:05,40,"[{'text': 'PlasticFreeJuly', 'indices': [52, 68]}, {'text': 'plasticpollutes', 'indices': [254, 270]}]",19277,,Hootsuite Inc.,None,None,None
5,1279930572857638912,Plastic Pollutes,PlasticPollutes,6,"'30 Facts and Statistics About Plastic to Inspire Your Plastic Free Journey.' #plasticpollutes #plasticfreejuly
https://t.co/b5CYGApAUT https://t.co/2ZKc5xp83f",2020-07-06 00:10:03,14,"[{'text': 'plasticpollutes', 'indices': [78, 94]}, {'text': 'plasticfreejuly', 'indices': [95, 111]}]",19277,,Hootsuite Inc.,None,None,None
6,1279850039637139456,Plastic Pollutes,PlasticPollutes,10,"We look forward to seeing this come to fruition. 'Dole Pledges to Eliminate Processed Sugar, Food Waste and Plastic Packaging by 2025.' #plasticpollutes
https://t.co/sGLolHwsiL",2020-07-05 18:50:02,22,"[{'text': 'plasticpollutes', 'indices': [136, 152]}]",19277,,Hootsuite Inc.,None,None,None
7,1279759445195739136,Plastic Pollutes,PlasticPollutes,11,Solidify your commitment to protecting the planet this #PlasticFreeJuly (and beyond!) by taking our 4Rs pledge 👉https://t.co/T05KzWzQ5L https://t.co/Pk4kbArY8f,2020-07-05 12:50:03,34,"[{'text': 'PlasticFreeJuly', 'indices': [55, 71]}]",19277,,Hootsuite Inc.,None,None,None
8,1279563148417261568,Plastic Pollutes,PlasticPollutes,10,"'Companies Are Failing to Address Plastic Pollution Crisis.' @AsYouSow report finds no corporate leaders and many laggards. #plasticpollutes 
https://t.co/0qqJgQ31cl",2020-07-04 23:50:02,13,"[{'text': 'plasticpollutes', 'indices': [124, 140]}]",19277,,Hootsuite Inc.,None,None,None
9,1279483884913254402,Plastic Pollutes,PlasticPollutes,3,"Happy birthday to friend of Plastic Pollution Coalition @inara_george of @birdnbeemusic! Here is a video of her performing 'Family Tree' at our virtual May concert fundraiser. ❤️
https://t.co/tN6IohGFbD https://t.co/ezR0kQsZxi",2020-07-04 18:35:04,9,[],19277,,Hootsuite Inc.,None,None,None
