,tweet_id,name,screen_name,retweet_count,text,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
0,1242733107549106181,Sea No Plastic,Oceanwarrior,36,RT @Seasaver: Well done. 👏 Let's hope that this also means no mass gatherings = no pilot whale and dolphin hunting! ~&gt; https://t.co/VrfQrse…,2020-03-25 08:40:36,0,[],20684,,Twitter for iPhone,Well done. 👏 Let's hope that this also means no mass gatherings = no pilot whale and dolphin hunting! ~&gt; https://t.co/VrfQrseyYb #StopTheHunt https://t.co/G2ICMjauu3,None,None
1,1210553322979000326,Sea No Plastic,Oceanwarrior,26,https://t.co/71bp7kmuqs,2019-12-27 13:29:37,29,[],20684,,Twitter for iPhone,None,None,None
2,1208186700750454784,Sea No Plastic,Oceanwarrior,0,"@notMPA @tarastrong @jk_rowling She’s a writer, she knows exactly what she is saying and it’s not ok",2019-12-21 00:45:31,0,[],20684,,Twitter for iPhone,None,None,None
3,1208184512145788930,Sea No Plastic,Oceanwarrior,3,"@jk_rowling Troll, troll in the dungeon! What a shame you use your platform for transphobia, do you not think of the generations of trans kids and adults who’ve grown up reading your books? How you are harming them? https://t.co/xNnJqeb1Ux",2019-12-21 00:36:49,106,[],20684,,Twitter for iPhone,None,None,None
4,1200182690114260993,Sea No Plastic,Oceanwarrior,3,"Sales of ""bags for life"" rose to 1.5bn last year as the amount of plastic used by supermarkets increased to 900,000 tonnes, Greenpeace research has found. https://t.co/Be2btB5vuH",2019-11-28 22:40:26,4,[],20684,,Twitter for iPhone,None,None,None
5,1192921672627568640,Sea No Plastic,Oceanwarrior,0,@ScottMorrisonMP When will you admit that it’s climate change? When are you going to act? When are you going to value water over coal? Thoughts and prayers do nothing.,2019-11-08 21:47:44,0,[],20684,,Twitter for iPhone,None,None,None
6,1192921070287769602,Sea No Plastic,Oceanwarrior,1,"@ScottMorrisonMP Thoughts and prayers? Coal loving and water thieving, you and your government will go down in history as criminals. https://t.co/C4VxMdhHh8",2019-11-08 21:45:21,3,[],20684,,Twitter for iPhone,None,None,None
7,1180415236911726592,Sea No Plastic,Oceanwarrior,328,"RT @Seasaver: ""Not only are they unsustainable, they leave ecological destruction in their wake. Dolphins, porpoises, seals, and huge amoun…",2019-10-05 09:31:38,0,[],20684,,Twitter for iPhone,"""Not only are they unsustainable, they leave ecological destruction in their wake. Dolphins, porpoises, seals, and huge amounts of fish are all victims of their supersized nets"" https://t.co/8YGd9ZVPvP #Margiris",None,None
8,1173860138429534208,Sea No Plastic,Oceanwarrior,149,RT @Seasaver: Use hashtag #EndJapanWhaling🇯🇵 during the Rugby World Cup and feel free to use this image https://t.co/mPG6JXdHN5 #RWC2019 ht…,2019-09-17 07:24:00,0,"[{'text': 'EndJapanWhaling', 'indices': [26, 42]}, {'text': 'RWC2019', 'indices': [128, 136]}]",20684,,Twitter for iPhone,Use hashtag #EndJapanWhaling🇯🇵 during the Rugby World Cup and feel free to use this image https://t.co/mPG6JXdHN5 #RWC2019 https://t.co/ZCfjWCLGWX,None,None
9,1163768898769973248,Sea No Plastic,Oceanwarrior,79,"RT @Seasaver: ""In one sample, they discovered almost 1,300 fragments of microplastic -- more than the levels found last year in the notorio…",2019-08-20 11:05:01,0,[],20684,,Twitter for iPhone,"""In one sample, they discovered almost 1,300 fragments of microplastic -- more than the levels found last year in the notorious Great Pacific Garbage Patch."" https://t.co/LAKhzTX2NS #plasticpollution",None,None
