,tweet_id,name,screen_name,retweet_count,text,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
0,1122838604001226752,New Plastics Economy,NewPlasticsEcon,2,"Follow @circulareconomy on Twitter for the latest news, stories and analysis from the Ellen MacArthur Foundation's New Plastics Economy. #circulareconomy",2019-04-29 12:22:39,23,"[{'text': 'circulareconomy', 'indices': [137, 153]}]",2072,,Twitter Web Client,None,None,None
1,1122838201520066560,New Plastics Economy,NewPlasticsEcon,32,"RT @circulareconomy: At yesterday's #LondonMarathon, our @NewPlasticsEcon Innovation Prize winners @OohoWater helped replace over 215,000 p…",2019-04-29 12:21:03,0,"[{'text': 'LondonMarathon', 'indices': [36, 51]}]",2072,,Twitter Web Client,"At yesterday's #LondonMarathon, our @NewPlasticsEcon Innovation Prize winners @OohoWater helped replace over 215,000 plastic bottles, with seaweed-based edible capsules. https://t.co/xVDrQExueb https://t.co/WqmywIQPFs",None,None
2,1122838181920088065,New Plastics Economy,NewPlasticsEcon,35,RT @circulareconomy: Reusable packaging and switching to concentrates are two ways businesses can reduce their need for single-use packagin…,2019-04-29 12:20:58,0,[],2072,,Twitter Web Client,"Reusable packaging and switching to concentrates are two ways businesses can reduce their need for single-use packaging, in a way that makes sense for them, their customers and the environment| @NewPlasticsEconomy lead Sander Defruyt speaks to @FastCompany https://t.co/ddujYrG8mq https://t.co/l6eKCO2wFR",None,None
3,1108404652729683968,New Plastics Economy,NewPlasticsEcon,92,RT @circulareconomy: We need to eliminate the #plastic items we don’t need; innovate so all the plastic we do need is designed to be safely…,2019-03-20 16:27:17,0,"[{'text': 'plastic', 'indices': [46, 54]}]",2072,,Twitter Web Client,"We need to eliminate the #plastic items we don’t need; innovate so all the plastic we do need is designed to be safely reused, recycled, or composted; and circulate everything we use to keep it in the economy and out of the environment. #GlobalCommitment https://t.co/1SsBYwAskw",None,None
4,1108032014043750400,New Plastics Economy,NewPlasticsEcon,7,RT @jossbleriot: Tomorrow at the @G7 resource alliance event in Paris: the importance of voluntary commitments illustrated by the @NewPlast…,2019-03-19 15:46:33,0,[],2072,,Twitter Web Client,Tomorrow at the @G7 resource alliance event in Paris: the importance of voluntary commitments illustrated by the @NewPlasticsEcon #GlobalCommitment and France’s national #plastics Pact. @brunepoirson @pfbaptiste #CircularEconomy,None,None
5,1108031923794923520,New Plastics Economy,NewPlasticsEcon,10,"“If countries deliver on all that was agreed here and implement the resolutions, we could take a big step towards a new world order where we no longer grow at the expense of nature, but see people and planet thrive together.” | @UNEnvironment’s Acting Exec Director Joyce Msuya. https://t.co/JhaP59Kal2",2019-03-19 15:46:11,35,[],2072,,Twitter Web Client,None,None,None
6,1107667189426016256,New Plastics Economy,NewPlasticsEcon,23,"RT @circulareconomy: In our first @NewPlasticsEcon #GlobalCommitment report we call on companies such as take-away food chains, hotels &amp; ai…",2019-03-18 15:36:52,0,"[{'text': 'GlobalCommitment', 'indices': [51, 68]}]",2072,,Twitter Web Client,"In our first @NewPlasticsEcon #GlobalCommitment report we call on companies such as take-away food chains, hotels &amp; airlines - industries using significant volumes of single-use plastic - to join this journey towards a #circulareconomy for #plastics https://t.co/BB2AKKZmW2 https://t.co/LthxGuWlET",None,None
7,1106239978286272513,New Plastics Economy,NewPlasticsEcon,115,RT @circulareconomy: The decision by more than 30 companies to publicly disclose their annual plastic packaging volumes in the report is an…,2019-03-14 17:05:38,0,[],2072,,Twitter for iPhone,"The decision by more than 30 companies to publicly disclose their annual plastic packaging volumes in the report is an important step towards greater transparency. We encourage all companies that make and use plastics to do the same #GlobalCommitment
https://t.co/BB2AKKZmW2 https://t.co/GHSap4N3VU",None,None
8,1106239967460802560,New Plastics Economy,NewPlasticsEcon,57,"RT @circulareconomy: Recycling is crucial, but we cannot recycle our way out of the plastics issues we currently face. Eliminating problema…",2019-03-14 17:05:35,0,[],2072,,Twitter for iPhone,"Recycling is crucial, but we cannot recycle our way out of the plastics issues we currently face. Eliminating problematic and unnecessary plastic packaging through redesign, innovation, and new delivery models is a priority. 
Read our full report at https://t.co/BB2AKKZmW2 https://t.co/i9Z35H1xZz",None,None
9,1106239952491290624,New Plastics Economy,NewPlasticsEcon,75,RT @circulareconomy: In October we launched the @NewPlasticsEcon #GlobalCommitment calling for businesses &amp; governments to eliminate the pl…,2019-03-14 17:05:32,0,"[{'text': 'GlobalCommitment', 'indices': [65, 82]}]",2072,,Twitter for iPhone,"In October we launched the @NewPlasticsEcon #GlobalCommitment calling for businesses &amp; governments to eliminate the plastic we don't need and innovate, so what we do need is circulated and never becomes pollution. See our first progress report here https://t.co/Cdm7S9J5lr https://t.co/Pafg5mOk4Z",None,None
10,1098618024108744704,New Plastics Economy,NewPlasticsEcon,0,Pictures courtesy of ©Arnaud Bouissou / TERRA,2019-02-21 16:18:42,5,[],2072,,Twitter Web Client,None,None,None
11,1098617904034136065,New Plastics Economy,NewPlasticsEcon,13,"French Plastics Pact members will establish a list of problematic or unnecessary packaging. The Pact states that ""landfilling, incineration and energy recovery of waste are not part of the objectives of the #circulareconomy. Via @Le_Figaro https://t.co/s9TAMjiGA5 https://t.co/j86scJVtLi",2019-02-21 16:18:14,30,"[{'text': 'circulareconomy', 'indices': [207, 223]}]",2072,,Buffer,None,None,None
12,1098612479582765056,New Plastics Economy,NewPlasticsEcon,3,"France has joined our growing network of Plastics Pacts - committed to creating a #circulareconomy for plastic. The pact has brought together brands, businesses, NGOs and policymakers. https://t.co/LjR0dBUPhX",2019-02-21 15:56:41,17,"[{'text': 'circulareconomy', 'indices': [82, 98]}]",2072,,Twitter Web Client,None,None,None
13,1098592764403613697,New Plastics Economy,NewPlasticsEcon,87,RT @Min_Ecologie: Tous les signataires du #PactePlastiques souscrivent à une vision commune de l’#EconomieCirculaire dans laquelle le #plas…,2019-02-21 14:38:20,0,"[{'text': 'PactePlastiques', 'indices': [42, 58]}, {'text': 'EconomieCirculaire', 'indices': [97, 116]}]",2072,,Twitter Web Client,"Tous les signataires du #PactePlastiques souscrivent à une vision commune de l’#EconomieCirculaire dans laquelle le #plastique, aujourd’hui source de #pollution majeure, ne devient jamais un déchet

Découvrez quelques-unes des mesures concrètes de ce Pacte ⤵
#entronsdanslaboucle https://t.co/9kwnmsWwPD",None,None
14,1098577078121832450,New Plastics Economy,NewPlasticsEcon,2,Find out how businesses and policymakers in France are coming together to address #plasticpollution through a new Plastics Pact. https://t.co/aqiDMebuc0,2019-02-21 13:36:00,15,"[{'text': 'plasticpollution', 'indices': [82, 99]}]",2072,,Buffer,None,None,None
15,1098526450284662784,New Plastics Economy,NewPlasticsEcon,27,"The French National Pact launches today, the latest in an international network of Plastics Pact initiatives working to create a #circulareconomy for #plastic https://t.co/zVFBtFnr4F",2019-02-21 10:14:50,34,"[{'text': 'circulareconomy', 'indices': [129, 145]}, {'text': 'plastic', 'indices': [150, 158]}]",2072,,Twitter Web Client,None,None,None
16,1097851297028554752,New Plastics Economy,NewPlasticsEcon,15,"As part of the #GlobalCommitment, governments have committed to supporting a #circulareconomy for #plastic. The UK is looking at how extended producer responsibility can encourage the design of products that can be re-used or dismantled &amp; recycled https://t.co/EOO7NkA180 https://t.co/67X61Ikle7",2019-02-19 13:32:00,24,"[{'text': 'GlobalCommitment', 'indices': [15, 32]}, {'text': 'circulareconomy', 'indices': [77, 93]}, {'text': 'plastic', 'indices': [98, 106]}]",2072,,Buffer,None,None,None
17,1097483401022582784,New Plastics Economy,NewPlasticsEcon,19,RT @OECD_ENV: More than half of #GreenhouseGasEmissions are related to materials management activities. The extraction &amp; use of #RawMateria…,2019-02-18 13:10:07,0,"[{'text': 'GreenhouseGasEmissions', 'indices': [32, 55]}]",2072,,Twitter Web Client,"More than half of #GreenhouseGasEmissions are related to materials management activities. The extraction &amp; use of #RawMaterials is more polluting than #recycled materials.

Tune into today's #GreenTalksLive &amp; learn about materials use projections to 2060 👉https://t.co/imw5VcmmGK https://t.co/VeZNYyat6K",None,None
18,1097472161273520129,New Plastics Economy,NewPlasticsEcon,16,"In October, the UK Government signed the Global Commitment, pledging to work towards a #circulareconomy for #plastic. We must eliminate the plastic we don’t need, and innovate, so what we do need can be circulated in the economy and kept out of the environment. #lineinthesand https://t.co/WEgc8I1e2m",2019-02-18 12:25:27,24,"[{'text': 'circulareconomy', 'indices': [87, 103]}, {'text': 'plastic', 'indices': [108, 116]}, {'text': 'lineinthesand', 'indices': [262, 276]}]",2072,,Twitter Web Client,None,None,None
19,1093180523034394624,New Plastics Economy,NewPlasticsEcon,5,"“The New Plastics Economy Global Commitment is a positive step in the right direction to help ensure we eliminate unnecessary single-use plastic and any remaining plastic we create is reusable or recyclable.” Lyndsey Dodds, head of UK marine policy at @WWF https://t.co/MX5NLS9jBk https://t.co/paKl4fuVkC",2019-02-06 16:12:01,8,[],2072,,Buffer,None,None,None
20,1093119874505850880,New Plastics Economy,NewPlasticsEcon,8,"People are coming together to demand change, altering how they shop, eat &amp; live. Millions of dollars are being invested in cleaning up our oceans. But this vital work will be in vain if ever more plastic leaks into the environment, is landfilled or burned https://t.co/N3oxz8OpLz https://t.co/RkPiee338f",2019-02-06 12:11:01,18,[],2072,,Buffer,None,None,None
21,1092739694738243585,New Plastics Economy,NewPlasticsEcon,8,"Ambition 1 of the UK #PlasticsPact - Eliminate problematic or unnecessary single-use packaging through redesign, innovation or reuse",2019-02-05 11:00:20,11,"[{'text': 'PlasticsPact', 'indices': [21, 34]}]",2072,,Buffer,None,None,None
22,1092455756224442368,New Plastics Economy,NewPlasticsEcon,9,"The UK Plastics Pact is a trailblazing, collaborative initiative to create a #circulareconomy for #plastics. It brings together businesses from across the entire plastics value chain with UK governments and NGOs to tackle #plastic waste. https://t.co/vmGuXiczK2 https://t.co/zgRWmOxcw9",2019-02-04 16:12:03,14,"[{'text': 'circulareconomy', 'indices': [77, 93]}, {'text': 'plastics', 'indices': [98, 107]}, {'text': 'plastic', 'indices': [222, 230]}]",2072,,Buffer,None,None,None
23,1090236125313187842,New Plastics Economy,NewPlasticsEcon,15,"""New approaches that recognise the vital role of reuse and avoid the need for single-use plastic, are a crucial step in the shift to a #CircularEconomy, where plastic never becomes waste or pollution."" – #NewPlasticsEconomy lead Sander Defruyt https://t.co/7zbjYNzQDH https://t.co/xTfx4IYeKQ",2019-01-29 13:12:02,24,"[{'text': 'CircularEconomy', 'indices': [135, 151]}, {'text': 'NewPlasticsEconomy', 'indices': [204, 223]}]",2072,,Buffer,None,None,None
24,1088467894193831937,New Plastics Economy,NewPlasticsEcon,43,"RT @RobOpsomer: Today @Nestle, the world's biggest consumer goods company, announced it will immediately start phasing out plastic straws,…",2019-01-24 16:05:43,0,[],2072,,Twitter Web Client,"Today @Nestle, the world's biggest consumer goods company, announced it will immediately start phasing out plastic straws, PVC, polystyrene, and other unrecyclable plastic packaging. @NewPlasticsEcon
https://t.co/qNjKKgmFnk",None,None
25,1088325028536569856,New Plastics Economy,NewPlasticsEcon,10,"The shift towards #circulareconomy has begun. Businesses,
governments, NGOs, and investors are taking decisive
action. https://t.co/h4HuanqC9Y https://t.co/V5gUHkFyYT",2019-01-24 06:38:01,16,"[{'text': 'circulareconomy', 'indices': [18, 34]}]",2072,,Buffer,None,None,None
26,1088033599503417344,New Plastics Economy,NewPlasticsEcon,22,"RT @euronews: #GME | Day two of #Davos2019 is underway and the agenda will see speeches from Merkel, Shinzo Abe and other world leaders.…",2019-01-23 11:19:59,0,"[{'text': 'GME', 'indices': [14, 18]}, {'text': 'Davos2019', 'indices': [32, 42]}]",2072,,Twitter Web Client,"#GME | Day two of #Davos2019 is underway and the agenda will see speeches from Merkel, Shinzo Abe and other world leaders. 

This year's event will also discuss climate change and the circular economy and one of its advocates @ellenmacarthur is with our @Isabelle_kumar with more. https://t.co/2YbTasD7AT",None,None
27,1085425930422620160,New Plastics Economy,NewPlasticsEcon,5,"""The global commitment offers a welcome, promising vision for eliminating plastic waste and transforming an aspirational circular economy for plastics into a functioning, closed-loop system."" via @GreenBiz https://t.co/MecMmHz2O9 #lineinthesand https://t.co/Gs9H6oMJjZ",2019-01-16 06:38:02,11,"[{'text': 'lineinthesand', 'indices': [230, 244]}]",2072,,Buffer,None,None,None
28,1085091469017391104,New Plastics Economy,NewPlasticsEcon,8,"What is the #circulareconomy? Here's a very quick explanation form @ellenmacarthur, via @DefraGovUK https://t.co/Q4KIJvpe1j",2019-01-15 08:29:00,7,"[{'text': 'circulareconomy', 'indices': [12, 28]}]",2072,,Buffer,None,None,None
29,1084803833920974848,New Plastics Economy,NewPlasticsEcon,13,"""We need to fundamentally rethink our #plastic production and consumption patterns. To do this, we need eco-designed materials and products and new business models based on the #circulareconomy."" @RobOpsomer https://t.co/Mc4Xn8EdDu https://t.co/BtoL7713ya",2019-01-14 13:26:03,27,"[{'text': 'plastic', 'indices': [38, 46]}, {'text': 'circulareconomy', 'indices': [177, 193]}]",2072,,Buffer,None,None,None
30,1084747961819717632,New Plastics Economy,NewPlasticsEcon,137,"RT @circulareconomy: ""In order to change the system, you need to go to the root cause"" - @ellenmacarthur. #circulareconomy https://t.co/IDN…",2019-01-14 09:44:02,0,"[{'text': 'circulareconomy', 'indices': [106, 122]}]",2072,,Twitter Web Client,"""In order to change the system, you need to go to the root cause"" - @ellenmacarthur. #circulareconomy https://t.co/IDNspgHxAp",None,None
31,1083332565803638786,New Plastics Economy,NewPlasticsEcon,3,"The @CNBCi Conversation with  @ellenmacarthur, presented by @TaniaBryer will premiere in the UK and Europe tonight at 2200 GMT / 2300 CET. https://t.co/qe8JrMS4Rl",2019-01-10 11:59:45,8,[],2072,,Buffer,None,None,None
32,1080275096923713536,New Plastics Economy,NewPlasticsEcon,13,RT @camucklow: 5 innovations to end plastic waste - article by @joeiles of @circulareconomy was the most-read clean economy story of 2018 o…,2019-01-02 01:30:28,0,[],2072,,Twitter for Android,5 innovations to end plastic waste - article by @joeiles of @circulareconomy was the most-read clean economy story of 2018 on @GreenBiz https://t.co/z9CQoyGSfK #circulareconomy @newplasticsecon,None,None
33,1078662109758668803,New Plastics Economy,NewPlasticsEcon,19,"We challenged designers, scientists and innovators to rethink our relationship with plastic. Combined, these solutions have could prevent 100 garbage bags of plastic waste per second being created. https://t.co/m8absfgqaG https://t.co/6hLq7x686w",2018-12-28 14:41:02,42,[],2072,,Buffer,None,None,None
34,1077936579166068738,New Plastics Economy,NewPlasticsEcon,25,"We urgently need to stop #plastic from becoming waste in the first place. Despite dedication, innovation and investment, clean-ups cannot keep pace with the rising tide of #oceanplastic https://t.co/gWzcAOQsgd",2018-12-26 14:38:02,36,"[{'text': 'plastic', 'indices': [25, 33]}, {'text': 'oceanplastic', 'indices': [172, 185]}]",2072,,Buffer,None,None,None
35,1077573184260620288,New Plastics Economy,NewPlasticsEcon,4,"A material that looks like plastic and performs like #plastic, but comes from Nature’s own resources https://t.co/bDgmmT3I5I https://t.co/IMuYp0mGju",2018-12-25 14:34:02,10,"[{'text': 'plastic', 'indices': [53, 61]}]",2072,,Buffer,None,None,None
36,1077193692123983872,New Plastics Economy,NewPlasticsEcon,6,"Inspired by the way nature works, a team from the University of Pittsburgh has used nano-engineering to create a recyclable material that can replace unrecyclable multi-layered packaging https://t.co/4N5EDASynG https://t.co/XB7NWfj4tJ",2018-12-24 13:26:04,19,[],2072,,Buffer,None,None,None
37,1076120628816691200,New Plastics Economy,NewPlasticsEcon,8,"In a #circulareconomy we design out waste and pollution. Innovators at Triocup have created a coffee cup, inspired by origami, which eliminates the need for a plastic lid https://t.co/SWNfAPMVsW https://t.co/POphTCLXy8",2018-12-21 14:22:05,21,"[{'text': 'circulareconomy', 'indices': [5, 21]}]",2072,,Buffer,None,None,None
38,1075787686340976642,New Plastics Economy,NewPlasticsEcon,4,"How can technology help reduce the need for #plastic packaging? @MIWAeu has developed a system hat lets shoppers order the exact quantities of the groceries they need, delivered in reusable packaging to their closest store or to their home https://t.co/GSrIpeTpA5 https://t.co/fmshn1vYmL",2018-12-20 16:19:06,16,"[{'text': 'plastic', 'indices': [44, 52]}]",2072,,Buffer,None,None,None
39,1075507477867847681,New Plastics Economy,NewPlasticsEcon,3,RT @RobOpsomer: EU tackles plastic pollution at its source. #lineinthesand @NewPlasticsEcon https://t.co/26mSQ9GOdA,2018-12-19 21:45:39,0,"[{'text': 'lineinthesand', 'indices': [60, 74]}]",2072,,Twitter for Android,EU tackles plastic pollution at its source. #lineinthesand @NewPlasticsEcon https://t.co/26mSQ9GOdA,None,None
40,1075409685874909185,New Plastics Economy,NewPlasticsEcon,2,"Fraunhofer has developed a new class of biodegradable coatings, which provide compostable alternatives to non-recyclable, multi-layer packaging https://t.co/WGSHgf6Rk3 https://t.co/IlfUqUmycj",2018-12-19 15:17:03,5,[],2072,,Buffer,None,None,None
41,1075121790974877704,New Plastics Economy,NewPlasticsEcon,7,"Working together, Full Cycle Bioplastics, Elk Packaging, and Associated Labels and Packaging make a compostable high-performance material from renewable materials, agricultural by-products and food waste to pack a broad range of products https://t.co/sCNzbnGi2d https://t.co/Fm0xhmjYEO",2018-12-18 20:13:04,20,[],2072,,Buffer,None,None,None
42,1074679868816809985,New Plastics Economy,NewPlasticsEcon,4,"Too often we have sought the benefits of #plastic without thinking about the impact. If we fail to act, there could be more plastic than fish in the ocean by 2050. And, it is not just causing huge problems for the natural world, the financial loss is vast https://t.co/qCyoxu118u https://t.co/f6kXIRolHT",2018-12-17 14:57:01,10,"[{'text': 'plastic', 'indices': [41, 49]}]",2072,,Buffer,None,None,None
43,1073613632494292997,New Plastics Economy,NewPlasticsEcon,6,"Sachets provide people everywhere with a single dose of instant coffee, shampoo, or medical supplies, but because they are so small they often escape collection and end up on beaches, in rivers, or the ocean. @evowareworld is working on an alternative https://t.co/qhr9JhBEPc https://t.co/0MrAa2GFpH",2018-12-14 16:20:11,4,[],2072,,Buffer,None,None,None
44,1073219513473294342,New Plastics Economy,NewPlasticsEcon,8,"The team at @OohoWater are working to eliminate the need for some plastic packaging. This alternative is derived from seaweed, which captures CO2 as it grows. https://t.co/YrnSrubwgc https://t.co/LUsFeYU7Q0",2018-12-13 14:14:06,21,[],2072,,Buffer,None,None,None
45,1072887319068372992,New Plastics Economy,NewPlasticsEcon,6,"CupClub, based in the United Kingdom, is using an innovative business model to eliminate the need for disposable takeaway plastic coffee cups. #lineinthesand https://t.co/aMwc7dGlbd https://t.co/UhUoo46MHV",2018-12-12 16:14:04,8,"[{'text': 'lineinthesand', 'indices': [143, 157]}]",2072,,Buffer,None,None,None
46,1072507315146948609,New Plastics Economy,NewPlasticsEcon,5,"Algramo offers to customers in Chile affordable quantities of everyday products without single-use, non-recyclable packaging.  https://t.co/o3vNSErbWk https://t.co/vqAPmsQ4zC",2018-12-11 15:04:04,16,[],2072,,Buffer,None,None,None
47,1072148542997835777,New Plastics Economy,NewPlasticsEcon,3,"#Oneyearon from Blue Planet 2, when Sir David Attenborough powerfully shone a light on the ocean plastic pollution crisis, @Economist_WOI is looking at what progress has been made. Read Ellen MacArthur's guest blog  here https://t.co/VLgFnHCkqg https://t.co/WICno1bnMT",2018-12-10 15:18:26,2,"[{'text': 'Oneyearon', 'indices': [0, 10]}]",2072,,Buffer,None,None,None
48,1072045606955302912,New Plastics Economy,NewPlasticsEcon,138,"We need to radically rethink our relationship with plastic. Recycling and clean-ups are important, but we must address the root causes of #plasticpollution not just the symptoms. https://t.co/1anhplvVvH",2018-12-10 08:29:24,194,"[{'text': 'plasticpollution', 'indices': [138, 155]}]",2072,,Buffer,None,None,None
49,1071471479362150401,New Plastics Economy,NewPlasticsEcon,4,"At our New Plastics Economy Investor Forum, innovators and investors came together to explore the #circulareconomy for #plastic. MARS, ISC3, HTGF, Circulate Capital and SYSTEMIQ were among taking part in the
conversation about investor opportunities. https://t.co/f9Y4bSnr8n",2018-12-08 18:28:02,20,"[{'text': 'circulareconomy', 'indices': [98, 114]}, {'text': 'plastic', 'indices': [119, 127]}]",2072,,Buffer,None,None,None
50,1071085394719055872,New Plastics Economy,NewPlasticsEcon,12,"To create a #circulareconomy for plastic, in which it never becomes waste or pollution, we need innovation and collaboration. Both were on show today at our accelerator programme investor forum in Frankfurt today. #invforum18 https://t.co/YpF5x5Zzp5 https://t.co/hbTdzWD7iD",2018-12-07 16:53:52,30,"[{'text': 'circulareconomy', 'indices': [12, 28]}, {'text': 'invforum18', 'indices': [214, 225]}]",2072,,Buffer,None,None,None
51,1071076565738512387,New Plastics Economy,NewPlasticsEcon,1,RT @AprilHCrow: We need a new normal @wenschmidt shares challenges of plastic and importance of #innovation in keynote opening @NewPlastics…,2018-12-07 16:18:47,0,"[{'text': 'innovation', 'indices': [96, 107]}]",2072,,Twitter Web Client,We need a new normal @wenschmidt shares challenges of plastic and importance of #innovation in keynote opening @NewPlasticsEcon @circulareconomy Investor Forum @TBPInnovate @isc3centre #INForum2019 https://t.co/m3Bd36xlPT,None,None
52,1071044659449860096,New Plastics Economy,NewPlasticsEcon,7,"""Thanks to the Ellen MacArthur Foundation focus is not on blame but on solutions"" - @wenschmidt speaking at the New Plastics Economy Investors Forum. @TBPInnovate @circulareconomy https://t.co/abbOQ7DlWA",2018-12-07 14:12:00,21,[],2072,,Twitter Web Client,None,None,None
